fid,code_giris,can_orient,city_irreg,wdt_str,alb,pop_den,veg_den,bld_hgt,no_wind_d,max_temp,max_dtemp,no_cloud,iuhi,veg_dt,veg_cost,veg_eff,alb_dt,alb_cost,alb_eff,cmb_dt,cmb_cost,cmb_eff,age_perc,pov_perc,alone_perc,dpe_perc,hvi
"968","6219315",S,mixed,4.06,0.1349,9668.09,0.03294,6,0.0796,20.94,7.69,8.2838,8.71,2.35,13.263,0.2812,1.63,4.7189,0.2626,3.98,17.9819,0.2976,13.11,27.22,41.04,43.49,17
"969","6219316",E,regular,4.06,0.1381,7297.22,0.01641,6.3,0.0796,20.94,7.69,8.2838,7.5,2.35,10.561,0.2665,1.52,3.3629,0.2594,3.88,13.9239,0.2828,13.29,31.96,45.32,47.06,18
"970","6219317",E,irregular,4.19,0.1433,4700,0.18007,5.56,0.0796,20.94,7.69,8.2838,6.77,1.57,19.019,0.0637,1.11,9.3496,0.0439,2.68,28.3686,0.0618,16.76,23.63,41.36,40,15
"971","6219318",E,regular,4.42,0.1472,5329.1,0.1579,6.99,0.0796,20.94,7.69,8.2838,6.23,1.58,26.511,0.0521,1.11,11.9599,0.0389,2.69,38.4709,0.0518,14.42,28.58,46.5,37.74,14
"972","6219319",E,irregular,4.08,0.0814,1125.87,0.12672,7.75,0.0796,20.94,7.69,8.2838,7.83,1.84,82.083,0.0041,0,7.9055,0,1.84,89.9885,0.0032,20.06,20.8,54.45,60.61,18
"973","6219320",E,irregular,4.04,0.1878,1714.05,0.31499,7.47,0.0796,20.94,7.69,8.2838,5.32,0.79,11.109,0.02,0.21,1.9221,0.0147,0.99,13.0311,0.0181,34.75,14.55,54.71,40,16
"974","6219321",S,irregular,4.46,0.1503,2257,0.35177,4.66,0.0796,20.94,7.69,8.2838,6.42,0.53,6.698,0.0293,0.73,4.2985,0.0301,1.25,10.9965,0.0357,19.72,22.26,35.56,41.98,15
"975","6229100",SW,irregular,4.46,0.1469,2479.49,0.25837,4.71,0.1245,23.02,10.72,20.1373,6.46,1.05,15.213,0.0281,0.73,4.8172,0.0295,1.78,20.0302,0.0306,18.76,17.43,28.84,47.33,13
"976","6238601",SE,regular,4.35,0.1538,2112.5,0.23374,3.83,0.1245,23.02,10.72,20.1373,6.17,1.31,46.928,0.0097,0.72,10.7497,0.0111,2.03,57.6777,0.0103,13.17,25.42,29.46,46.91,13
"977","6244700",S,irregular,5.17,0.1572,2081.91,0.28189,6.76,0.1117,21.47,8.79,10.1144,6.56,1.05,10.73,0.0334,1.01,5.6647,0.0292,2.05,16.3947,0.0362,27.67,29.21,53.04,52.73,19
"978","6249801",E,irregular,4.45,0.1466,2514.51,0.19151,4.75,0.1245,23.02,10.72,20.1373,6.76,1.57,78.47,0.0083,0.73,18.2891,0.0079,2.3,96.7591,0.0083,19.79,26.53,36.47,57.17,16
"979","6249802",S,irregular,4.58,0.1525,2112.59,0.15224,5.17,0.1245,23.02,10.72,20.1373,7.77,1.57,83.287,0.0065,0.859999999999999,20.2315,0.0071,2.43,103.5185,0.0069,15.5,34.43,35.88,31.35,16
"980","6249803",SW,irregular,4.89,0.1401,3563.43,0.12349,6.12,0.1245,23.02,10.72,20.1373,7.36,1.83,68.31,0.0157,0.87,20.5909,0.0118,2.7,88.9009,0.0151,18.09,23.17,46.21,47.89,17
"981","6251001",SW,irregular,4.16,0.1455,2241.55,0.25815,5.08,0.1245,23.02,10.72,20.1373,6.57,1.04,45.431,0.0084,0.720000000000001,16.6924,0.0076,1.77,62.1234,0.0089,18.84,22.28,38.86,48.85,15
"982","6251002",SE,irregular,4.18,0.149,1914.21,0.44126,4.66,0.1245,23.02,10.72,20.1373,5.61,0.26,1.295,0.0631,0.73,7.0037,0.0157,0.99,8.2987,0.0318,16.05,29.16,30.91,27.13,12
"983","6251003",SW,irregular,4.14,0.1513,2550.96,0.13594,4.18,0.1245,23.02,10.72,20.1373,7.24,1.83,33.388,0.0229,0.87,8.7326,0.02,2.7,42.1206,0.0227,17.42,16.23,27.98,31.76,12
"984","6251004",E,irregular,4.36,0.1598,2358.25,0.26176,4.37,0.1245,23.02,10.72,20.1373,5.96,1.05,13.157,0.0309,0.46,3.3358,0.0256,1.5,16.4928,0.0298,13.98,32.76,27.01,19.21,12
"985","6251005",SW,irregular,4.19,0.1428,4636,0.07202,4.76,0.1245,23.02,10.72,20.1373,7.59,2.1,31.976,0.05,0.87,6.9393,0.0457,2.97,38.9153,0.0492,16.5,31.69,34.03,30.8,15
"986","6251006",SE,irregular,4.62,0.1585,1547.21,0.34329,4.29,0.1245,23.02,10.72,20.1373,6.13,0.78,26.028,0.0076,0.73,13.3702,0.0066,1.51,39.3982,0.0082,15.57,28.42,28.4,24.26,11
"987","6252301",SW,irregular,4.26,0.1644,1521.02,0.40677,4.27,0.1245,23.02,10.72,20.1373,5.33,0.26,10.509,0.0062,0.59,13.2278,0.0053,0.85,23.7368,0.0076,15.31,20.25,26.55,41.4,10
"988","6258701",SE,irregular,4.3,0.1544,2573.43,0.32905,4.45,0.1245,23.02,10.72,20.1373,6.19,0.78,28.811,0.0114,0.73,14.3838,0.0103,1.51,43.1948,0.0125,17.99,20.92,30.97,35.33,12
"989","6262801",E,irregular,4.37,0.146,1784.95,0.29937,4.34,0.1245,23.02,10.72,20.1373,6.17,1.04,38.074,0.008,0.73,14.2617,0.0072,1.77,52.3357,0.0084,20.28,22.96,34.88,58.52,15
"990","6263701",SE,irregular,4.19,0.1522,1676.27,0.43572,4.22,0.1245,23.02,10.72,20.1373,5.61,0.26,5.693,0.0126,0.73,18.4348,0.0052,0.99,24.1278,0.0096,18.14,19.7,30.41,16.42,11
"991","6266701",SW,irregular,3.9,0.1787,2376.04,0.35696,5.95,0.0568,19.17,4.87,6.1785,5.88,0.52,24.375,0.0083,0.59,15.733,0.007,1.11,40.108,0.0091,19.51,22.4,36.21,44.21,13
"992","6276502",SE,irregular,4.25,0.1481,4225,0.24004,6.23,0.0796,20.94,7.69,8.2838,6.73,1.31,10.253,0.0886,1.01,5.0375,0.0666,2.32,15.2905,0.0892,16.26,30.7,43.14,41.18,15
"993","6276503",SW,irregular,4.08,0.131,6267.02,0.09333,7.83,0.0796,20.94,7.69,8.2838,8.01,2.1,22.694,0.0952,1.53,8.9666,0.0841,3.63,31.6606,0.0999,14.09,32.2,54.19,51.35,19
"994","6276504",E,irregular,4.4,0.1469,2931.25,0.43957,6.45,0.0796,20.94,7.69,8.2838,5.38,0.27,0.37,0.3511,0.73,2.1628,0.0778,0.99,2.5328,0.1594,20.06,29.66,53.2,69.41,17
"995","6277101",E,irregular,4.42,0.1507,2482.34,0.27538,4.66,0.1245,23.02,10.72,20.1373,6.23,1.04,45.639,0.0093,0.73,14.638,0.0097,1.77,60.277,0.0101,16.3,30.67,31.76,31.73,13
"996","6290701",SW,irregular,4.75,0.1486,1301.37,0.43056,4.46,0.1245,23.02,10.72,20.1373,5.61,0.26,9.051,0.0061,0.52,21.4926,0.0025,0.78,30.5436,0.0046,17.32,24.91,29.59,44.17,12
"997","6301401",SE,irregular,4.59,0.152,1135.43,0.39062,5.91,0.3332,26.27,13.03,29.3364,6.1,0.53,31.749,0.0104,0.73,30.632,0.0083,1.26,62.381,0.0103,22.18,11.24,40.71,49.91,14
"998","6303201",E,irregular,4.3,0.1483,2642.5,0.31993,5.96,0.3332,26.27,13.03,29.3364,6.2,0.79,35.389,0.0324,0.73,17.9162,0.0329,1.52,53.3052,0.0337,23.35,9.67,41.98,49.13,14
"999","6307501",S,irregular,3.94,0.1403,4586.17,0.34468,7.25,0.3332,26.27,13.03,29.3364,7.48,0.79,26.984,0.0737,0.87,22.9639,0.0531,1.66,49.9479,0.0682,27.2,8.97,53.49,58.64,18
"1000","6311301",SW,irregular,5.15,0.1506,1682.3,0.09167,10.64,0.3332,26.27,13.03,29.3364,7.18,2.1,27.408,0.0708,1.11,10.1395,0.0563,3.21,37.5475,0.0643,10,18.05,54.59,64.1,16
"1001","6311302",SW,irregular,4.78,0.1278,5928.21,0.04576,9.54,0.3332,26.27,13.03,29.3364,8.49,2.36,21.336,0.3599,1.42,6.9258,0.3714,3.78,28.2618,0.3546,14.14,22.94,56.32,58.58,19
"1002","6311303",S,irregular,5.7,0.1293,6585.23,0.12513,10.86,0.3332,26.27,13.03,29.3364,8.23,1.84,19.357,0.3436,1.53,8.7055,0.3536,3.36,28.0625,0.3526,15.49,27.52,56.26,53.72,18
"1003","6311304",S,mixed,4.47,0.1331,10913.85,0.04619,13.51,0.3332,26.27,13.03,29.3364,9.21,2.36,17.761,0.796,1.53,6.3529,0.8031,3.89,24.1139,0.7874,12.63,28.08,62.65,57.08,21
"1004","6311305",E,irregular,4.69,0.1313,6728.13,0.14168,9.49,0.3332,26.27,13.03,29.3364,7.82,1.84,13.363,0.5085,1.53,6.0444,0.5204,3.36,19.4074,0.521,18.82,19.87,57.8,51.14,17
"1005","6311306",S,irregular,4.31,0.1431,2867.5,0.44193,5.82,0.3332,26.27,13.03,29.3364,6.57,0.26,1.224,0.3343,0.52,6.719,0.0678,0.78,7.943,0.1259,15.58,14.2,40.04,40.44,14
"1006","6311307",S,irregular,4.52,0.1413,5473.77,0.07779,7.78,0.3332,26.27,13.03,29.3364,8.49,2.1,15.367,0.4106,1.11,5.1189,0.3627,3.21,20.4859,0.3836,18.01,19.47,52.59,50.41,18
"1007","6311308",SW,irregular,4.44,0.1397,4620,0.11947,7.16,0.3332,26.27,13.03,29.3364,7.55,1.84,15.665,0.2979,1.01,5.6816,0.2509,2.84,21.3466,0.2749,13.24,20.05,43.68,70.75,17
"1008","6311309",E,irregular,4.52,0.1416,5147.17,0.14319,5.85,0.3332,26.27,13.03,29.3364,7.33,1.84,22.024,0.236,1.01,7.2139,0.2202,2.84,29.2379,0.2236,16.61,15.64,43.51,42.25,15
"1009","6311310",E,regular,4.88,0.1327,6004.48,0.19454,7.11,0.3332,26.27,13.03,29.3364,7.01,1.57,11.598,0.4462,1.28,3.9053,0.6013,2.85,15.5033,0.4937,16.67,19.29,52.51,40.2,15
"1010","6311311",S,irregular,5.01,0.1411,3429.08,0.2034,5.69,0.3332,26.27,13.03,29.3364,7,1.31,23.565,0.1046,0.73,7.3868,0.1035,2.04,30.9518,0.1011,17.44,22.92,41.95,36.02,15
"1011","6311312",SW,irregular,4.61,0.1344,7135.09,0.17926,6.66,0.3332,26.27,13.03,29.3364,7.78,1.57,10.455,0.5881,1.29,3.6883,0.7625,2.86,14.1433,0.6453,18.87,17.59,50.55,75.07,18
"1012","6311313",SW,irregular,4.79,0.1291,5069.62,0.09766,7.04,0.3332,26.27,13.03,29.3364,8.23,2.1,18.842,0.3101,1.29,5.2206,0.3828,3.38,24.0626,0.3185,16.79,23.43,54.25,53.68,18
"1013","6311314",S,irregular,4.3,0.1281,8443.94,0.17572,7.81,0.3332,26.27,13.03,29.3364,8.53,1.57,12.264,0.5933,1.28,4.3019,0.7677,2.86,16.5659,0.652,18.3,35.68,50.76,49.43,20
"1014","6311315",E,irregular,4.12,0.1468,5071.65,0.34818,7.62,0.3332,26.27,13.03,29.3364,6.28,0.79,8.814,0.2495,0.87,7.3326,0.1839,1.66,16.1466,0.2332,19.6,12.53,54.49,60.05,15
"1015","6311316",S,irregular,5.26,0.1306,8115.79,0.08627,10.19,0.3332,26.27,13.03,29.3364,8.57,2.1,9.355,1,1.53,3.8205,0.9931,3.63,13.1755,1,24.43,13.68,58.9,64.1,21
"1016","6311317",S,irregular,5.18,0.1282,11350,0.07902,12.2,0.3332,26.27,13.03,29.3364,8.63,2.09,13.559,0.9603,1.52,5.2715,1,3.62,18.8305,0.9758,27.07,13.6,59.5,41.57,20
"1017","6311318",E,irregular,4.4,0.1391,5582.93,0.31325,6.86,0.3332,26.27,13.03,29.3364,6.69,0.78,15.249,0.1568,1.14,8.6818,0.224,1.93,23.9308,0.2014,18.91,13.87,47.83,58.81,15
"1018","6311321",S,irregular,5.03,0.147,3832.04,0.12104,4.27,0.3332,26.27,13.03,29.3364,7.41,1.84,22.94,0.1687,0.87,5.3698,0.1897,2.7,28.3098,0.1635,33.33,10.73,34.41,50.94,16
"1019","6311322",S,mixed,4.44,0.1474,3053.62,0.25287,4.57,0.3332,26.27,13.03,29.3364,6.93,1.05,18.456,0.0954,0.73,5.3799,0.1266,1.77,23.8359,0.1014,20.29,34.84,32.59,50,17
"1020","6311323",S,irregular,4.67,0.1391,7107.27,0.18656,4.97,0.3332,26.27,13.03,29.3364,8.34,1.58,9.817,0.6279,1.15,2.973,0.84,2.72,12.79,0.676,16.41,34.7,35.18,33.33,17
"1021","6410205",SE,irregular,4.92,0.1462,6132.08,0.35003,15.52,0.1561,23.93,7.75,26.9565,6.49,0.53,3.612,0.4582,1.11,3.8307,1,1.64,7.4427,1,21.73,19.34,62.84,28.24,16
"1022","6410206",SW,irregular,4.51,0.1491,4154.24,0.4464,7.78,0.1561,23.93,7.75,26.9565,5.9,0.26,0.55,1,0.87,8.3564,0.2434,1.13,8.9064,0.3901,19.6,20.15,52.14,29.41,13
"1023","6410207",SE,irregular,4.56,0.1476,3614.74,0.25311,7.13,0.1561,23.93,7.75,26.9565,6.6,1.04,20.838,0.0919,1,10.1903,0.1996,2.05,31.0283,0.1767,29.72,12.98,51.45,37.66,17
"1024","6410210",E,irregular,4.95,0.1498,2286.35,0.35738,5.53,0.1561,23.93,7.75,26.9565,5.86,0.53,15.735,0.0392,0.73,9.6446,0.0974,1.25,25.3796,0.0833,17.99,24.08,38.62,11.36,11
"1025","6410211",S,irregular,4.32,0.149,2974.55,0.34312,6.16,0.1561,23.93,7.75,26.9565,7.02,0.79,8.01,0.1494,0.869999999999999,6.9088,0.2108,1.65,14.9188,0.2435,27.17,14.23,48.26,33.71,16
"1026","6412201",E,irregular,4.31,0.1581,2116.77,0.40394,6.46,0.1561,23.93,7.75,26.9565,5.6,0.27,37.134,0.0078,0.869999999999999,51.389,0.0202,1.13,88.523,0.02,36.29,14.65,51.17,41.65,17
"1027","6412901",E,irregular,4.6,0.1512,2738.03,0.33607,5.06,0.3076,25.09,10.21,28.1007,6.17,0.79,34.677,0.0318,0.73,19.3739,0.0581,1.52,54.0509,0.057,22.41,12.88,49.21,40.53,15
"1028","6426001",E,irregular,4.24,0.1638,1597.9,0.42713,6.29,0.092,23.99,7.42,6.9108,5.05,0.26,16.853,0.0126,0.45,31.4897,0.0129,0.71,48.3427,0.0174,19.13,17.18,41.28,32.55,12
"1029","6434801",SW,irregular,4.56,0.1559,1171.71,0.38413,4.66,0.3076,25.09,10.21,28.1007,5.95,0.53,52.179,0.0061,0.73,42.4225,0.0113,1.26,94.6015,0.0115,20.38,9.52,31.95,15.25,10
"1030","6444501",E,irregular,4.64,0.1357,8732.63,0.21041,9.74,0.3076,25.09,10.21,28.1007,7.34,1.31,30.856,0.1888,1.53,17.0212,0.4418,2.84,47.8772,0.3834,25.33,22.28,59.9,35.15,19
"1031","6444503",E,irregular,4.63,0.1573,1600.82,0.42386,5.02,0.3076,25.09,10.21,28.1007,5.58,0.26,20.042,0.0106,0.73,39.1918,0.0168,0.99,59.2338,0.0198,22.31,18.39,45.75,22.3,13
"1032","6444504",E,irregular,4.47,0.1449,2510.22,0.36649,6.13,0.3076,25.09,10.21,28.1007,5.9,0.52,20.65,0.0322,0.720000000000001,17.8246,0.0571,1.25,38.4746,0.0604,28.99,12.72,49.63,23.86,15
"1033","6444505",E,irregular,4.96,0.1355,4593.33,0.19475,8.76,0.3076,25.09,10.21,28.1007,7.45,1.57,25.945,0.1415,1.42,10.3497,0.3547,2.99,36.2947,0.28,23.22,18.8,59.12,41.92,18
"1034","6444506",E,irregular,4.82,0.1412,4444.66,0.35411,8.26,0.3076,25.09,10.21,28.1007,5.99,0.53,6.736,0.1781,0.87,6.3868,0.3407,1.4,13.1228,0.3509,20.53,21.75,56.13,38.48,16
"1035","6544001",E,irregular,5.24,0.1374,3558.25,0.13004,6.61,0.1977,24.55,11.33,18.5355,6.97,1.83,22.315,0.3311,1.28,6.8207,0.3225,3.12,29.1357,0.3248,26.29,23.08,58.36,36.69,17
"1036","6544002",E,mixed,5.22,0.1222,5478.87,0.11694,8.99,0.1977,24.55,11.33,18.5355,6.75,1.84,32.02,0.3573,1.63,14.6821,0.2938,3.47,46.7021,0.347,27.31,22.99,64.01,32.09,19
"1037","6544003",E,irregular,5.04,0.1364,3046.67,0.23135,6.01,0.1977,24.55,11.33,18.5355,6.45,1.31,20.016,0.2263,1.29,7.8309,0.2424,2.6,27.8469,0.2425,25.32,21.2,51.5,30.95,16
"1038","6544004",E,irregular,5,0.1387,2670.94,0.22549,5.45,0.1977,24.55,11.33,18.5355,6.45,1.31,30.901,0.1285,1.29,12.2752,0.1356,2.6,43.1762,0.1371,23.41,19.03,50.4,31.16,16
"1039","6544005",E,irregular,4.37,0.1454,2888.89,0.30614,5.24,0.1977,24.55,11.33,18.5355,6.12,0.78,5.28,0.4843,0.73,2.7425,0.3714,1.51,8.0225,0.4635,19.26,32.18,42.73,18.67,14
"1040","6544007",E,irregular,4.87,0.1468,2827.83,0.22569,4.31,0.1977,24.55,11.33,18.5355,6.53,1.31,17.49,0.2403,0.73,5.6647,0.176,2.04,23.1547,0.2124,27.76,15.14,43.01,48.68,17
"1041","6544008",S,mixed,4.97,0.1482,3160.84,0.1648,4.89,0.1977,24.55,11.33,18.5355,7.38,1.57,27.625,0.2038,0.86,7.7529,0.1693,2.44,35.3779,0.1858,21.82,31.95,44.11,25.88,17
"1042","6544011",SE,irregular,5.17,0.135,5403.92,0.12325,6.71,0.1977,24.55,11.33,18.5355,7.28,1.84,11.283,1,1.43,3.7324,1,3.26,15.0154,1,27.34,20.92,58.04,47.33,18
"1043","6544012",S,irregular,5.21,0.1396,3517.72,0.27417,6.12,0.1977,24.55,11.33,18.5355,6.67,1.05,9.429,0.4445,0.73,4.3324,0.2863,1.78,13.7614,0.3878,20.74,29.67,47.19,30.68,15
"1044","6613601",SW,irregular,3.54,0.1726,9568.75,0.16844,11.06,0.1158,28.48,9.48,42.3341,7.6,1.57,18.31,0.32,0.94,7.6817,0.327,2.51,25.9917,0.3323,21.64,43.96,56.32,27.67,19
"1045","6613602",E,irregular,4.59,0.1638,5244.29,0.43712,8.42,0.1158,28.48,9.48,42.3341,5.49,0.26,0.656,0.8107,0.73,4.0172,0.2662,0.99,4.6732,0.3995,37.39,22.09,61.05,26.46,18
"1046","6613603",E,irregular,5.25,0.1519,6400,0.30281,12.91,0.1158,28.48,9.48,42.3341,5.88,0.79,4.001,0.4929,1.22,3.3968,0.642,2,7.3978,0.6222,34.19,22.34,64.51,21.91,18
"1047","6613604",E,regular,4.29,0.1634,7807.55,0.18895,8.89,0.1158,28.48,9.48,42.3341,6.33,1.57,9.375,0.51,0.83,4.3121,0.4197,2.4,13.6871,0.4923,26.23,25.92,56.76,26.46,15
"1048","6613605",SW,irregular,4.27,0.176,4603.29,0.31463,7.22,0.1158,28.48,9.48,42.3341,6.24,0.79,19.607,0.0723,0.73,12.8278,0.0732,1.52,32.4348,0.0776,24.02,29.1,50.66,27.34,15
"1049","6613606",E,irregular,4.47,0.1661,8945.16,0.10685,8.85,0.1158,28.48,9.48,42.3341,7.21,1.83,7.201,0.8867,0.83,2.512,0.8255,2.67,9.713,0.8843,30.19,20.15,52.76,18.55,16
"1050","6613607",SW,irregular,4.46,0.171,8510.71,0.08215,7.85,0.1158,28.48,9.48,42.3341,7.7,2.1,6.971,1,0.84,1.9967,1,2.93,8.9677,1,24.24,20.75,53.61,16.46,16
"1051","6613608",SW,irregular,4.43,0.1654,8672.73,0.23406,8.54,0.1158,28.48,9.48,42.3341,6.91,1.31,4.832,0.9171,0.59,1.7967,0.7954,1.9,6.6287,0.894,17.91,42.14,41.04,20.51,16
"1052","6613609",E,irregular,4.44,0.1774,6742.67,0.17966,6.16,0.1158,28.48,9.48,42.3341,6.87,1.57,13.737,0.3006,0.83,5.5054,0.2839,2.4,19.2424,0.3024,26.82,22,46.22,24.84,15
"1053","6613611",E,irregular,4.32,0.1849,4009.09,0.19224,7.58,0.1158,28.48,9.48,42.3341,6.56,1.58,11.528,0.2143,0.59,4.6036,0.1435,2.17,16.1316,0.1939,29.94,14.55,44.53,14.1,14
"1054","6613616",S,irregular,4.53,0.1754,5584.25,0.21901,6.72,0.1158,28.48,9.48,42.3341,7.44,1.31,19.887,0.1435,0.840000000000001,8.0479,0.1628,2.15,27.9349,0.1546,23.08,27.08,42.7,9.49,15
"1055","6704302",S,mixed,4.47,0.1491,4654.34,0.24378,6.95,0.2416,25.95,11.67,21.0069,7.37,1.31,24.198,0.067,0.87,8.7733,0.0469,2.18,32.9713,0.057,16.97,24.31,37.3,42.99,15
"1056","6718001",E,irregular,4.14,0.1357,4304.88,0.04974,8.89,0.2416,25.95,11.67,21.0069,8.24,2.36,33.315,0.0811,1.53,10.3598,0.0646,3.89,43.6748,0.071,20.92,17.82,52.5,47.27,19
"1057","6718003",E,irregular,4.51,0.156,1772.14,0.38588,5,0.2416,25.95,11.67,21.0069,5.84,0.52,14.989,0.0163,0.72,12.2684,0.0106,1.25,27.2574,0.015,21.28,9.49,29.59,44.83,11
"1058","6720401",S,irregular,4.41,0.156,3288.82,0.37242,5.86,0.2416,25.95,11.67,21.0069,6.8,0.52,18.034,0.0252,0.73,14.0651,0.0173,1.25,32.0991,0.0237,22.02,12.43,34.39,50.11,15
"1059","6721801",S,irregular,4.21,0.1588,1840.66,0.42319,4.78,0.2416,25.95,11.67,21.0069,6.36,0.26,9.649,0.0132,0.73,19.3061,0.0071,0.99,28.9551,0.0117,21.77,9.03,39.15,35.77,12
"1060","6726701",S,irregular,4.02,0.152,3958.86,0.39725,5.52,0.2416,25.95,11.67,21.0069,6.8,0.52,5.732,0.0955,0.73,6.1901,0.0474,1.25,11.9221,0.0768,23.88,10.99,33.04,44.44,13
"1061","6726702",S,irregular,4.01,0.1515,4509.6,0.40305,5.79,0.2416,25.95,11.67,21.0069,6.62,0.26,4.046,0.077,0.86,6.1088,0.0645,1.13,10.1548,0.0929,13.26,17.68,35.15,24.48,12
"1062","6744702",S,irregular,4.02,0.1285,10813.85,0.07287,7.44,0.2416,25.95,11.67,21.0069,9.09,2.09,16.59,0.3621,1.53,6.1325,0.274,3.62,22.7225,0.3189,16.12,19.31,46.54,43.64,16
"1063","6744703",E,mixed,4.13,0.1346,7773.42,0.124,7.8,0.2416,25.95,11.67,21.0069,7.48,1.83,17.437,0.2168,1.52,6.7936,0.1766,3.36,24.2306,0.1995,13.27,20.08,41.7,40.99,15
"1064","6744704",S,mixed,4.52,0.1436,8273.33,0.15262,8,0.2416,25.95,11.67,21.0069,7.78,1.57,15.105,0.2286,0.87,4.607,0.1587,2.44,19.712,0.1896,15.29,26.41,32.03,25.48,14
"1065","6744705",SW,irregular,4.85,0.1474,2345.86,0.23198,7.2,0.2416,25.95,11.67,21.0069,6.91,1.31,39.325,0.0208,0.87,13.0312,0.0159,2.18,52.3562,0.0181,13.91,18.97,38.03,54.24,14
"1066","6748201",SW,mixed,3.96,0.1136,8720,0.06606,14.59,0.2416,25.95,11.67,21.0069,8.99,2.1,11.693,0.4163,2.05,4.3867,0.4139,4.14,16.0797,0.4156,15.03,19.28,58.64,45.6,18
"1067","6748202",E,irregular,4.13,0.1171,6765.96,0.15348,14.35,0.2416,25.95,11.67,21.0069,8.17,1.57,18.878,0.1496,2.15,9.1361,0.1617,3.72,28.0141,0.1663,16.19,20.67,63.05,56.57,18
"1068","6748203",SE,irregular,5.27,0.1252,6848.72,0.21316,14.97,0.2416,25.95,11.67,21.0069,7,1.31,25.045,0.0952,1.53,13.3261,0.0799,2.84,38.3711,0.0938,10.29,23.86,52.75,42.83,15
"1069","6748204",SW,irregular,5.87,0.1126,14654.55,0.08376,16.04,0.2416,25.95,11.67,21.0069,8.7,2.1,8.18,1,2.05,3.051,1,4.14,11.231,1,11.51,17.49,49.26,41.01,16
"1070","6748205",S,irregular,5.82,0.1392,5302.7,0.36402,15.09,0.2416,25.95,11.67,21.0069,6.93,0.52,6.517,0.1125,1.28,5.7393,0.1201,1.81,12.2563,0.145,12.61,17.37,38.23,41.04,13
"1071","6748206",E,irregular,4.64,0.1433,3932.02,0.29288,11.9,0.2416,25.95,11.67,21.0069,6.56,1.05,21.666,0.0507,1.01,13.1193,0.0307,2.06,34.7853,0.0431,18.81,11.98,34.79,52.74,14
"1072","6748208",SW,irregular,5.19,0.1205,11380,0.26549,15.68,0.2416,25.95,11.67,21.0069,7,1.05,7.513,0.4227,1.53,5.7291,0.3086,2.58,13.2421,0.4104,17.58,14.74,40.57,46.91,15
"1073","6748209",SW,irregular,4.9,0.1345,12431.91,0.16577,14.2,0.2416,25.95,11.67,21.0069,8.09,1.58,9.049,0.577,1.53,3.9494,0.4891,3.1,12.9984,0.5489,17.54,29.14,45.92,47.71,17
"1074","6748210",E,irregular,4.38,0.1426,7636.67,0.27902,17.18,0.2416,25.95,11.67,21.0069,6.83,1.05,13.93,0.153,1,7.8648,0.0986,2.05,21.7948,0.133,20.86,27.1,47.73,23.18,15
"1075","6748211",SE,irregular,4.6,0.1182,13023.73,0.09522,13.33,0.2416,25.95,11.67,21.0069,9.13,2.09,14.169,0.5106,2.15,6.0037,0.4737,4.25,20.1727,0.5079,15.6,21.57,57.51,54.21,19
"1076","6748212",E,regular,4.92,0.1342,7484.57,0.21339,9.29,0.2416,25.95,11.67,21.0069,6.72,1.31,25.983,0.1003,1.42,12.0209,0.0898,2.73,38.0039,0.0995,13.33,16.11,51.87,43.45,15
"1077","6748214",SW,irregular,4.49,0.1463,5509.57,0.43656,6.78,0.2416,25.95,11.67,21.0069,5.95,0.27,2.037,0.1941,0.73,8.4987,0.0481,0.99,10.5357,0.0958,14.46,24.48,34.64,36.76,13
"1078","6748215",S,irregular,4.25,0.1513,4904.32,0.41715,7.51,0.2416,25.95,11.67,21.0069,6.62,0.26,3.701,0.0916,0.73,7.4309,0.0489,0.99,11.1319,0.0807,11.76,25.87,42.04,23.34,13
"1079","6748216",S,irregular,4.13,0.1477,6674.55,0.28228,7.23,0.2416,25.95,11.67,21.0069,7.48,1.04,25.055,0.0736,1,14.1329,0.048,2.05,39.1879,0.0646,11.25,23.4,35.33,30.86,13
"1080","6748217",SW,irregular,4.37,0.1512,7115.34,0.27689,8,0.2416,25.95,11.67,21.0069,6.81,1.05,22.212,0.0894,0.869999999999999,10.1124,0.0622,1.92,32.3244,0.0782,11.3,40.12,25.37,27.81,12
"1081","6748218",SE,mixed,4.04,0.1527,7914.77,0.23871,7.03,0.2416,25.95,11.67,21.0069,6.76,1.31,21.351,0.1291,0.72,6.8376,0.0846,2.03,28.1886,0.1055,14.66,27.58,31.87,32.55,14
"1082","6748219",S,irregular,5.62,0.1496,3195.68,0.30881,8.02,0.2416,25.95,11.67,21.0069,6.45,0.79,26.682,0.0251,0.73,13.2142,0.0179,1.52,39.8962,0.0225,15.28,14.64,48.29,43.68,14
"1083","6748223",S,irregular,4.43,0.137,7360.77,0.28031,8.23,0.2416,25.95,11.67,21.0069,7.9,1.05,14.978,0.1372,1.42,8.2377,0.1289,2.47,23.2157,0.145,14.53,17.86,48.54,35.63,15
"1084","6748224",SW,irregular,4.11,0.1296,11454.39,0.2269,8.19,0.2416,25.95,11.67,21.0069,7.63,1.31,17.244,0.2313,1.42,9.614,0.1718,2.73,26.858,0.2155,18.88,16.84,49.57,49.7,17
"1085","6748225",S,irregular,5.16,0.1515,1662.16,0.28466,7.03,0.2416,25.95,11.67,21.0069,6.65,1.05,37.389,0.0124,1.01,23.452,0.0073,2.05,60.841,0.0104,18.02,16.11,40.48,47.13,15
